x_mm,y_mm,speed_mms,distance_mm,angle_deg
-990.0,597.67,720.0,1114.23,-58.99
-951.67,574.67,640.0,1062.96,-58.78
-909.33,551.0,560.0,1012.56,-58.57
-862.67,536.0,390.0,971.63,-57.01
-816.33,524.67,480.0,927.46,-56.12
-769.67,515.0,390.0,879.3,-55.42
-722.0,501.0,320.0,829.91,-54.07
-674.0,487.33,320.0,786.42,-52.75
-626.67,476.0,320.0,744.95,-51.38
-581.67,464.33,320.0,701.91,-49.91
-536.0,454.67,240.0,662.52,-47.57
-488.0,447.33,80.0,622.97,-44.67
-437.33,444.33,0.0,586.92,-40.99
-384.67,445.33,-80.0,558.62,-36.34
-330.0,450.33,-160.0,533.7,-30.89
-273.67,459.0,-240.0,516.35,-24.73
-215.0,470.33,-320.0,508.21,-17.76
-155.33,486.0,-390.0,513.86,-10.65
-94.33,505.0,-560.0,527.03,-3.59
-33.67,527.0,-720.0,550.66,2.81
