x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1129.0,948.0,480.0,1474.23,-49.98
-1115.0,921.0,390.0,1446.19,-50.44
-1098.0,888.0,480.0,1412.14,-51.04
-1074.0,873.0,160.0,1384.05,-50.89
-1046.0,853.0,480.0,1349.71,-50.8
-1007.0,832.0,320.0,1306.24,-50.44
-965.0,813.0,390.0,1261.82,-49.89
-922.0,804.0,320.0,1223.32,-48.91
-879.0,797.0,320.0,1186.53,-47.8
-837.0,790.0,320.0,1150.94,-46.65
-790.0,787.0,160.0,1115.11,-45.11
-744.0,778.0,160.0,1076.49,-43.72
-702.0,779.0,-80.0,1048.64,-42.02
-654.0,782.0,-160.0,1019.43,-39.91
-604.0,792.0,-240.0,996.03,-37.33
-547.0,810.0,-320.0,977.4,-34.03
-481.0,832.0,-390.0,961.03,-30.03
-418.0,862.0,-390.0,958.0,-25.87
-356.0,890.0,-390.0,958.56,-21.8
-304.0,919.0,-240.0,967.98,-18.3
