x_mm,y_mm,speed_mms,distance_mm,angle_deg
296.0,1023.0,-390.0,1119.36,16.18
313.0,1070.33,-480.0,1159.26,16.59
324.33,1105.33,-480.0,1177.2,16.28
327.0,1135.0,-390.0,1207.19,15.37
321.67,1165.67,-390.0,1243.56,14.67
316.0,1211.0,-560.0,1304.12,13.89
310.33,1262.67,-560.0,1353.36,12.94
308.0,1317.0,-480.0,1400.29,12.71
310.33,1369.0,-790.0,1457.56,12.68
317.33,1422.67,-240.0,1515.05,12.35
321.0,1477.0,-320.0,1561.92,11.78
318.67,1528.0,-320.0,1605.8,11.24
312.33,1567.33,960.0,1626.85,10.81
309.0,1602.67,-790.0,1663.94,10.7
310.0,1643.67,-1280.0,1727.15,10.54
315.33,1707.33,-2080.0,1817.57,10.17
321.0,1797.33,-1830.0,1932.69,9.71
327.33,1903.33,-1190.0,2043.64,9.43
335.0,2016.67,-1190.0,2156.61,9.18
339.67,2122.0,-640.0,2246.87,8.7
