x_mm,y_mm,speed_mms,distance_mm,angle_deg
414.0,1767.67,0.0,1810.05,13.09
410.0,1763.33,0.0,1806.22,12.99
407.0,1760.0,0.0,1803.07,12.98
405.0,1758.67,0.0,1804.8,12.94
405.67,1759.33,0.0,1808.62,13.04
408.33,1764.0,0.0,1818.52,13.13
413.33,1772.33,0.0,1832.54,13.22
419.0,1781.67,0.0,1839.76,13.36
423.33,1788.0,0.0,1839.99,13.39
425.0,1789.33,0.0,1837.59,13.34
422.67,1785.67,0.0,1827.45,13.22
419.0,1778.67,0.0,1817.03,13.2
415.0,1770.0,0.0,1809.53,13.16
413.0,1763.67,-80.0,1807.58,13.18
412.0,1760.67,-80.0,1807.58,13.18
411.67,1759.67,-80.0,1806.38,13.15
411.0,1759.0,-80.0,1805.18,13.13
409.33,1756.67,-160.0,1799.63,13.07
406.33,1752.67,-160.0,1792.66,12.96
402.0,1748.67,-160.0,1790.57,12.81
