x_mm,y_mm,speed_mms,distance_mm,angle_deg
37.0,853.0,-390.0,907.11,7.67
81.2,876.0,-480.0,937.58,9.76
119.8,903.8,-240.0,985.9,10.93
153.6,934.0,-320.0,1025.16,11.93
181.4,968.0,-320.0,1070.56,12.3
208.8,1003.6,-320.0,1107.47,13.47
235.2,1040.8,-160.0,1147.51,14.69
262.6,1074.2,-160.0,1180.34,15.93
290.6,1103.0,-160.0,1199.8,17.06
320.4,1128.4,-160.0,1232.09,17.82
348.2,1152.8,-160.0,1263.02,18.32
370.8,1179.6,-160.0,1307.96,17.99
387.2,1207.8,-80.0,1339.03,17.65
397.8,1240.0,-160.0,1369.27,17.2
402.2,1269.6,-80.0,1379.94,16.81
401.8,1295.2,-80.0,1384.54,16.58
396.6,1312.6,-80.0,1383.63,15.85
386.8,1325.0,-80.0,1384.81,14.94
372.6,1334.8,-80.0,1397.5,13.83
352.4,1349.0,-160.0,1423.54,12.08
