x_mm,y_mm,speed_mms,distance_mm,angle_deg
129.4,2158.4,-390.0,2346.58,2.1
112.2,2253.2,-160.0,2450.84,1.5
94.8,2347.8,0.0,2546.68,1.33
71.6,2446.2,-80.0,2649.16,0.63
46.2,2541.8,-1280.0,2719.01,-0.15
20.2,2626.6,160.0,2769.35,-0.91
-5.4,2703.2,-240.0,2833.72,-1.29
-34.8,2768.4,0.0,2873.35,-1.76
-60.4,2822.8,-80.0,2922.68,-1.94
-79.4,2869.6,160.0,2954.76,-1.98
-88.8,2890.0,-80.0,2872.44,-1.82
-93.4,2893.0,0.0,2849.33,-1.75
-89.2,2875.8,0.0,2786.81,-1.38
-79.8,2834.0,80.0,2712.5,-1.1
-65.6,2757.0,0.0,2568.19,-0.69
-48.0,2670.6,0.0,2439.0,-0.07
-26.4,2566.4,-80.0,2327.09,0.52
-7.8,2459.0,0.0,2249.15,0.66
16.2,2353.6,0.0,2186.06,1.78
38.8,2269.2,0.0,2147.57,2.19
