x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1101.0,1595.0,560.0,1707.83,-37.22
-1092.6,1539.2,560.0,1648.54,-37.61
-1078.6,1484.3,640.0,1585.9,-37.98
-1061.7,1430.0,790.0,1531.62,-38.96
-1041.8,1376.2,720.0,1466.54,-39.66
-1018.0,1323.0,720.0,1407.25,-39.81
-991.3,1269.9,560.0,1341.06,-39.89
-963.0,1217.8,640.0,1280.75,-39.87
-934.0,1167.0,640.0,1228.65,-40.01
-904.0,1116.8,390.0,1172.57,-40.02
-872.2,1066.1,320.0,1113.03,-39.97
-838.4,1018.1,160.0,1062.31,-38.96
-802.7,973.7,80.0,1016.27,-37.52
-763.7,934.2,80.0,980.79,-35.75
-722.8,900.8,0.0,953.81,-33.54
-680.5,872.4,80.0,929.35,-30.95
-636.6,849.9,-80.0,907.56,-27.64
-591.1,832.5,-80.0,887.94,-24.34
-543.0,821.2,-160.0,883.78,-20.46
-491.9,815.3,-240.0,873.48,-16.15
