x_mm,y_mm,speed_mms,distance_mm,angle_deg
-633.3,787.5,-640.0,1131.22,-49.88
-689.9,773.5,-790.0,1165.28,-52.46
-746.1,761.6,-390.0,1218.41,-54.18
-802.5,752.1,-390.0,1277.84,-55.65
-859.4,744.9,-390.0,1338.28,-56.89
-912.1,740.2,240.0,1362.14,-56.89
-959.4,737.8,240.0,1377.62,-56.67
-1001.1,737.2,-160.0,1389.81,-56.5
-1039.2,739.2,-160.0,1402.56,-56.31
-1074.5,743.9,-160.0,1414.5,-56.1
-1106.0,750.8,-160.0,1424.5,-55.93
-1131.8,760.5,80.0,1431.21,-55.68
-1151.2,771.0,80.0,1437.44,-55.31
-1163.9,781.7,80.0,1443.16,-54.99
-1170.1,793.6,0.0,1456.7,-54.3
-1174.3,805.9,80.0,1466.69,-53.76
-1177.3,819.7,-80.0,1481.82,-52.84
-1178.6,835.0,-80.0,1489.96,-51.87
-1176.7,851.2,-160.0,1483.75,-50.69
-1171.7,868.8,80.0,1481.42,-49.35
