x_mm,y_mm,speed_mms,distance_mm,angle_deg
821.0,3510.0,240.0,3604.74,13.16
861.0,3475.0,-160.0,3580.08,13.92
896.0,3450.0,-640.0,3564.45,14.56
916.0,3441.0,-160.0,3560.83,14.91
932.0,3445.0,-160.0,3568.84,15.14
946.0,3452.0,-160.0,3579.28,15.33
960.0,3457.0,240.0,3587.82,15.52
996.0,3469.0,80.0,3609.15,16.02
1082.0,3466.0,80.0,3630.96,17.34
1154.0,3436.0,-80.0,3624.61,18.56
1247.0,3413.0,80.0,3633.67,20.07
1323.0,3380.0,0.0,3629.7,21.38
1386.0,3372.0,80.0,3645.73,22.34
1423.0,3354.0,320.0,3643.38,22.99
1444.0,3352.0,390.0,3649.8,23.31
1435.0,3347.0,80.0,3641.65,23.21
1429.0,3332.0,320.0,3625.5,23.21
1421.0,3302.0,640.0,3594.78,23.28
1412.0,3265.0,560.0,3557.24,23.39
1396.0,3200.0,390.0,3491.25,23.57
