x_mm,y_mm,speed_mms,distance_mm,angle_deg
415.7,1114.7,-80.0,1197.01,21.46
421.4,1110.8,80.0,1196.08,21.48
425.5,1108.3,240.0,1192.92,21.49
428.2,1107.1,320.0,1190.7,21.48
430.2,1106.4,480.0,1188.84,21.52
432.1,1106.5,480.0,1187.17,21.44
433.4,1106.8,390.0,1183.29,21.36
433.7,1106.6,320.0,1177.38,21.16
432.7,1105.7,240.0,1171.14,20.91
430.2,1104.0,160.0,1164.21,20.57
426.4,1101.2,80.0,1157.32,20.22
421.4,1098.0,0.0,1148.52,19.74
415.0,1094.7,-80.0,1139.76,19.1
406.9,1091.4,-240.0,1132.1,18.27
396.8,1088.1,-240.0,1124.08,17.34
380.8,1084.6,-240.0,1104.53,14.36
358.3,1081.0,-240.0,1085.72,10.94
324.3,1075.8,-240.0,1049.45,4.65
279.6,1068.9,-240.0,1025.41,-1.62
225.3,1060.2,-240.0,1011.91,-7.61
