x_mm,y_mm,speed_mms,distance_mm,angle_deg
527.3,1881.6,-1760.0,2032.06,15.41
531.0,1904.6,-1760.0,2040.04,15.38
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
534.0,1923.4,-1760.0,2048.02,15.35
