x_mm,y_mm,speed_mms,distance_mm,angle_deg
454.3,1187.7,-80.0,1251.84,21.21
454.2,1182.8,-160.0,1249.97,21.25
454.2,1178.2,-160.0,1247.18,21.3
454.2,1174.1,-160.0,1245.31,21.33
454.1,1170.3,-160.0,1242.89,21.42
453.9,1167.0,-80.0,1241.39,21.5
454.0,1164.2,-80.0,1241.19,21.6
454.4,1161.8,-80.0,1241.93,21.69
455.0,1160.0,-80.0,1244.16,21.7
455.9,1158.9,-80.0,1247.69,21.73
457.0,1158.4,-80.0,1251.22,21.77
458.2,1158.5,-80.0,1255.3,21.74
459.3,1159.1,-80.0,1256.79,21.67
460.4,1160.1,-80.0,1258.65,21.63
461.4,1161.6,-80.0,1260.51,21.6
462.2,1163.5,-80.0,1262.0,21.52
462.8,1165.7,-80.0,1263.86,21.49
463.5,1168.2,-80.0,1267.75,21.57
464.8,1170.9,0.0,1274.06,21.79
466.5,1173.9,0.0,1281.86,21.94
