x_mm,y_mm,speed_mms,distance_mm,angle_deg
520.0,1108.0,160.0,1223.95,25.14
513.0,1105.0,160.0,1218.28,24.9
505.0,1103.0,0.0,1213.11,24.6
495.0,1100.0,-80.0,1206.24,24.23
484.0,1099.0,-80.0,1200.86,23.77
473.0,1096.0,-80.0,1193.71,23.34
460.0,1095.0,-80.0,1187.7,22.79
424.0,1098.0,-160.0,1177.02,21.11
385.0,1105.0,-240.0,1170.15,19.21
345.0,1112.0,-160.0,1164.29,17.24
303.0,1120.0,-240.0,1160.26,15.14
256.0,1133.0,-320.0,1161.56,12.73
171.0,1154.0,-240.0,1166.6,8.43
103.0,1171.0,-240.0,1175.52,5.03
44.0,1187.0,-240.0,1187.82,2.12
-17.0,1204.0,-240.0,1204.12,-0.81
-66.0,1216.0,-240.0,1217.79,-3.11
-125.0,1230.0,-320.0,1236.34,-5.8
-194.0,1241.0,-320.0,1256.07,-8.88
-268.0,1246.0,-320.0,1274.5,-12.14
