x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1667.8,2958.2,0.0,3401.06,-29.02
-1658.6,2965.4,80.0,3399.72,-28.84
-1647.4,2971.4,-160.0,3393.23,-28.54
-1631.6,2975.2,390.0,3374.06,-28.08
-1610.0,2977.8,0.0,3358.58,-27.5
-1565.4,2977.2,390.0,3295.93,-25.66
-1464.4,2959.2,160.0,3103.03,-21.46
-1318.8,2923.6,-390.0,2941.81,-17.67
-1138.0,2874.6,-240.0,2816.32,-14.06
-929.0,2806.6,80.0,2687.07,-10.85
-715.4,2723.6,390.0,2581.09,-8.0
-549.8,2660.4,320.0,2590.26,-6.81
-425.8,2617.0,160.0,2600.37,-6.03
-337.8,2585.4,640.0,2585.54,-5.42
-278.8,2566.6,480.0,2553.73,-4.74
-236.8,2553.2,320.0,2493.46,-3.43
-194.2,2525.0,320.0,2432.82,-2.21
-154.6,2485.0,80.0,2387.18,-1.8
-115.4,2438.0,80.0,2339.49,-1.18
-73.0,2385.6,80.0,2283.0,0.03
