x_mm,y_mm,speed_mms,distance_mm,angle_deg
-57.4,2219.2,0.0,2209.79,-1.53
-58.0,2214.0,0.0,2204.79,-1.53
-58.6,2209.2,0.0,2200.82,-1.56
-59.6,2205.0,0.0,2198.87,-1.62
-65.0,2204.2,0.0,2211.63,-2.2
-95.2,2215.2,0.0,2273.72,-5.3
-173.6,2251.2,0.0,2426.28,-10.71
-295.0,2311.8,0.0,2590.35,-14.92
-454.0,2394.8,0.0,2749.95,-18.16
-639.2,2492.6,0.0,2882.14,-20.54
-825.8,2594.8,0.0,3001.18,-22.39
-986.4,2686.0,0.0,3104.53,-23.82
-1118.6,2765.0,0.0,3187.79,-24.62
-1186.0,2835.8,0.0,3198.24,-21.92
-1195.4,2902.2,0.0,3210.35,-19.24
-1154.6,2960.4,0.0,3206.57,-17.03
-1069.6,3010.6,0.0,3200.24,-15.01
-949.6,3053.0,0.0,3194.07,-13.17
-838.6,3084.2,0.0,3187.7,-11.56
-739.4,3104.6,0.0,3183.01,-10.17
