x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1360.6,889.4,480.0,1518.38,-58.38
-1339.4,861.2,560.0,1480.56,-58.84
-1315.7,833.0,640.0,1398.32,-59.68
-1290.0,805.9,480.0,1329.07,-59.83
-1262.0,782.2,390.0,1270.46,-58.91
-1232.1,759.1,320.0,1222.66,-58.55
-1197.2,737.1,240.0,1171.6,-56.95
-1157.1,720.2,480.0,1143.65,-53.64
-1113.4,709.3,160.0,1138.51,-50.38
-1065.7,703.5,390.0,1126.74,-47.45
-1013.4,697.5,390.0,1065.17,-46.29
-958.0,690.2,390.0,994.29,-45.81
-902.5,685.2,320.0,924.9,-44.82
-846.3,681.5,160.0,861.82,-42.93
-789.7,677.6,80.0,808.19,-40.23
-730.3,675.6,-80.0,763.89,-36.0
-670.5,673.9,-160.0,730.99,-31.69
-610.9,669.3,-160.0,710.67,-27.21
-550.5,661.1,-240.0,699.47,-22.97
-489.8,650.7,-160.0,694.76,-18.72
