x_mm,y_mm,speed_mms,distance_mm,angle_deg
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
177.0,1608.0,160.0,1617.71,6.28
181.0,1605.5,160.0,1613.64,6.58
185.0,1603.33,80.0,1610.61,6.88
189.5,1601.0,0.0,1606.87,7.26
194.0,1598.0,0.0,1600.11,7.61
198.67,1594.33,80.0,1591.56,8.02
203.57,1590.43,80.0,1584.23,8.46
211.0,1584.88,80.0,1568.21,9.65
220.44,1578.89,80.0,1559.35,10.94
