x_mm,y_mm,speed_mms,distance_mm,angle_deg
621.0,1073.4,0.0,1238.75,29.98
621.7,1073.0,160.0,1237.75,29.9
621.5,1072.8,240.0,1235.76,29.74
620.5,1073.1,320.0,1236.88,29.55
618.6,1073.6,320.0,1235.79,29.37
615.9,1074.0,320.0,1231.01,29.06
612.2,1073.8,240.0,1221.8,28.77
607.2,1073.1,160.0,1212.54,28.36
601.1,1072.6,80.0,1207.31,27.8
594.0,1072.1,0.0,1200.41,27.27
585.7,1071.3,0.0,1192.28,26.72
572.7,1070.8,-160.0,1173.79,24.51
554.6,1071.2,-160.0,1160.41,21.86
531.0,1072.6,-160.0,1152.38,18.94
502.6,1074.1,-160.0,1138.48,16.43
469.4,1075.3,-160.0,1120.04,13.74
431.9,1076.8,-160.0,1106.69,11.1
389.5,1078.2,-240.0,1091.63,8.0
336.6,1078.7,-160.0,1073.54,1.81
274.1,1078.5,-160.0,1067.64,-4.03
