x_mm,y_mm,speed_mms,distance_mm,angle_deg
551.0,2275.0,0.0,2347.73,12.62
521.33,2287.67,0.0,2350.02,12.31
501.33,2296.0,0.0,2352.59,12.02
490.0,2302.67,0.0,2360.12,11.71
479.33,2311.33,0.0,2368.89,11.42
466.67,2323.0,0.0,2379.33,10.95
445.67,2347.67,0.0,2421.01,9.89
416.67,2385.33,0.0,2464.78,8.92
381.67,2429.0,0.0,2491.28,8.01
354.67,2459.0,0.0,2497.57,7.71
335.33,2475.0,0.0,2504.05,7.43
323.67,2483.67,-80.0,2512.45,7.13
312.0,2493.0,-80.0,2520.91,6.83
300.33,2503.0,-80.0,2529.56,6.56
288.0,2514.0,0.0,2540.93,6.21
276.0,2525.33,80.0,2550.7,5.94
263.67,2537.0,80.0,2560.43,5.65
252.67,2547.67,80.0,2569.42,5.4
242.0,2558.0,0.0,2578.46,5.16
232.33,2568.0,0.0,2587.63,4.94
