x_mm,y_mm,speed_mms,distance_mm,angle_deg
339.0,1281.0,0.0,1310.94,15.21
340.0,1277.1,0.0,1312.07,15.88
342.4,1273.5,0.0,1313.48,16.41
345.6,1270.1,0.0,1312.99,16.64
349.1,1267.2,0.0,1312.32,16.7
352.5,1264.3,-80.0,1308.58,16.61
356.1,1261.6,0.0,1306.1,16.55
360.1,1259.5,0.0,1305.53,16.46
363.9,1257.7,-160.0,1301.92,16.24
366.9,1255.9,0.0,1300.4,16.16
368.9,1253.9,0.0,1297.12,16.3
369.5,1252.1,0.0,1296.44,16.35
369.2,1250.5,0.0,1297.29,16.48
368.8,1249.0,80.0,1297.47,16.66
368.6,1247.5,0.0,1297.38,16.8
369.0,1246.2,0.0,1297.29,16.94
370.2,1245.0,0.0,1298.1,17.21
371.9,1243.4,0.0,1295.17,17.39
374.2,1241.6,80.0,1291.35,17.44
376.6,1239.6,80.0,1288.19,17.44
