x_mm,y_mm,speed_mms,distance_mm,angle_deg
264.33,1253.67,-80.0,1247.78,12.54
270.67,1223.33,-160.0,1229.91,12.87
273.33,1201.67,-160.0,1219.41,13.03
274.0,1189.33,-160.0,1212.14,13.02
273.33,1183.0,-160.0,1210.94,12.98
271.67,1180.0,-80.0,1209.52,12.9
270.33,1179.33,0.0,1209.3,12.85
269.0,1179.0,-80.0,1209.08,12.81
268.33,1179.67,0.0,1211.03,12.79
268.0,1180.33,0.0,1211.03,12.79
268.33,1181.67,0.0,1213.2,12.81
268.33,1181.67,0.0,1211.03,12.79
269.0,1181.33,0.0,1210.5,12.89
269.67,1181.33,0.0,1213.64,12.9
271.33,1182.67,0.0,1216.04,12.97
271.67,1186.0,0.0,1220.47,12.83
271.33,1192.33,80.0,1231.95,12.66
270.0,1201.33,0.0,1241.49,12.51
269.0,1208.67,80.0,1241.28,12.47
268.33,1212.0,0.0,1241.28,12.47
