x_mm,y_mm,speed_mms,distance_mm,angle_deg
27.3,2805.8,0.0,2849.51,1.09
33.7,2815.1,0.0,2858.61,1.18
39.8,2823.9,0.0,2863.65,1.22
45.3,2832.4,0.0,2867.69,1.26
50.6,2840.0,0.0,2868.76,1.32
55.3,2846.8,0.0,2869.85,1.4
59.2,2852.9,0.0,2870.93,1.46
62.6,2857.8,0.0,2868.09,1.58
65.8,2861.4,80.0,2865.15,1.62
67.8,2864.3,160.0,2868.9,1.44
68.2,2866.7,160.0,2873.59,1.16
66.8,2868.6,160.0,2877.35,0.9
64.3,2870.0,160.0,2877.23,0.72
61.4,2871.1,80.0,2878.2,0.68
58.8,2872.2,-160.0,2879.28,0.8
56.6,2873.1,160.0,2878.4,0.96
54.6,2873.4,80.0,2873.49,1.06
53.5,2870.3,720.0,2836.82,1.37
53.9,2861.1,720.0,2773.3,1.76
57.7,2839.0,960.0,2649.28,2.38
