x_mm,y_mm,speed_mms,distance_mm,angle_deg
-46.3,1516.0,80.0,1497.28,-2.37
-49.1,1511.8,80.0,1489.69,-2.73
-53.3,1507.2,-80.0,1483.38,-3.25
-61.3,1501.3,-160.0,1469.16,-4.8
-73.7,1494.2,-160.0,1459.36,-6.49
-90.6,1486.0,-160.0,1452.26,-8.31
-112.3,1476.8,-320.0,1447.36,-10.31
-143.1,1464.8,-390.0,1438.0,-14.21
-181.6,1450.1,-390.0,1430.43,-17.66
-228.2,1434.9,-390.0,1448.91,-21.07
-283.1,1419.9,-320.0,1478.19,-24.42
-347.2,1407.3,-320.0,1536.88,-27.6
-418.6,1395.6,-240.0,1580.28,-30.33
-492.6,1383.2,-240.0,1593.85,-32.78
-567.9,1368.3,-320.0,1592.27,-35.21
-644.8,1351.5,-320.0,1602.75,-37.65
-721.9,1333.0,-320.0,1611.22,-39.74
-794.3,1315.0,-240.0,1622.88,-41.58
-863.1,1296.4,-160.0,1626.1,-43.63
-929.1,1276.4,-240.0,1649.81,-45.71
