x_mm,y_mm,speed_mms,distance_mm,angle_deg
-152.6,1031.8,-390.0,1099.49,-3.86
-111.6,1069.0,-390.0,1149.77,-2.09
-74.8,1110.8,-480.0,1211.05,-0.52
-41.6,1157.2,-560.0,1261.23,1.09
-9.6,1204.6,-560.0,1306.16,2.41
20.6,1254.6,-560.0,1349.2,3.27
49.4,1303.6,-390.0,1397.73,4.18
79.0,1347.4,-480.0,1436.55,5.47
107.0,1387.8,-390.0,1472.16,6.4
132.8,1426.6,-390.0,1510.25,7.0
156.4,1464.8,-390.0,1550.31,7.23
177.0,1501.8,-560.0,1592.25,7.4
193.4,1539.2,-640.0,1631.76,7.71
204.8,1581.2,-960.0,1687.53,7.53
211.6,1626.2,-790.0,1737.73,7.21
216.2,1677.4,-560.0,1807.2,6.93
213.0,1734.8,-1590.0,1875.55,5.78
199.8,1800.0,-1040.0,1949.01,4.5
180.6,1871.6,-160.0,2034.84,3.52
156.8,1945.8,-560.0,2097.34,2.71
