x_mm,y_mm,speed_mms,distance_mm,angle_deg
-430.67,573.0,390.0,673.3,-31.02
-353.33,578.0,80.0,648.12,-25.5
-285.33,584.67,-80.0,635.11,-21.23
-235.0,592.67,-160.0,632.15,-18.06
-196.33,600.67,-80.0,630.44,-14.98
-168.0,608.33,-160.0,631.86,-13.27
-144.67,615.67,-160.0,635.61,-11.43
-124.0,622.67,-320.0,638.04,-9.11
-92.0,635.0,-560.0,653.84,-4.3
-48.33,651.67,-640.0,673.02,0.43
6.67,673.67,-720.0,698.94,5.25
62.67,695.33,-390.0,726.81,9.42
118.33,721.0,-320.0,769.47,12.92
170.33,749.67,-390.0,812.36,15.71
218.0,781.33,-390.0,853.22,17.88
263.33,810.0,-480.0,890.93,20.22
303.33,837.67,-480.0,929.42,21.46
343.33,871.33,-560.0,989.69,22.7
381.67,912.0,-560.0,1047.23,23.82
420.67,958.67,-560.0,1104.03,24.45
