x_mm,y_mm,speed_mms,distance_mm,angle_deg
454.6,737.1,160.0,858.01,30.93
452.3,737.2,160.0,856.47,30.76
449.3,737.1,80.0,854.79,30.43
445.8,736.9,80.0,853.13,30.11
442.0,736.6,0.0,850.63,29.82
437.9,736.5,-80.0,848.16,29.53
433.6,736.7,-160.0,846.09,29.14
429.0,737.3,-240.0,843.98,28.6
423.6,738.3,-240.0,842.77,27.87
417.4,739.6,-240.0,840.35,27.11
410.3,741.2,-160.0,838.1,26.2
399.6,743.4,-160.0,827.12,23.59
384.6,746.6,-160.0,819.42,20.2
364.9,750.5,-240.0,810.61,16.56
333.9,755.8,-160.0,799.03,8.13
292.5,762.3,-240.0,803.01,0.29
242.2,768.6,-240.0,807.15,-6.47
183.4,774.6,-320.0,821.86,-12.94
116.7,780.2,-390.0,846.24,-18.82
43.4,786.0,-390.0,878.71,-23.47
