x_mm,y_mm,speed_mms,distance_mm,angle_deg
-786.3,1114.8,-560.0,1549.61,-39.13
-831.2,1131.8,-560.0,1590.99,-39.08
-870.9,1153.4,-480.0,1634.52,-38.57
-905.8,1179.3,-320.0,1678.17,-38.08
-936.5,1207.7,-240.0,1714.75,-37.63
-965.6,1237.8,-560.0,1759.64,-37.82
-995.2,1270.3,-390.0,1822.26,-37.84
-1025.7,1304.6,-390.0,1880.85,-37.81
-1056.4,1340.8,-320.0,1937.1,-38.17
-1089.5,1378.1,-320.0,2000.54,-39.26
-1123.5,1415.1,-320.0,2051.42,-39.98
-1162.1,1452.8,-390.0,2127.88,-40.75
-1206.6,1490.4,-390.0,2208.85,-41.51
-1252.8,1528.3,-480.0,2265.17,-41.37
-1299.3,1567.4,-480.0,2311.96,-40.84
-1342.4,1608.6,-560.0,2351.02,-39.96
-1378.4,1650.7,-640.0,2375.73,-38.47
-1406.5,1694.2,-640.0,2397.21,-36.74
-1422.5,1740.4,-390.0,2404.51,-34.36
-1424.9,1787.5,-320.0,2396.77,-32.56
