x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1142.0,1255.5,-160.0,1813.2,-42.12
-1167.3,1272.6,-390.0,1822.77,-41.51
-1188.6,1292.2,-480.0,1853.42,-41.41
-1208.3,1317.0,-560.0,1922.23,-40.76
-1224.8,1346.3,-640.0,1981.35,-40.39
-1238.1,1379.9,-720.0,2036.45,-39.56
-1248.2,1418.1,-720.0,2092.26,-38.69
-1256.2,1459.9,-560.0,2137.77,-37.59
-1264.6,1504.2,-480.0,2189.81,-37.04
-1277.5,1552.2,-390.0,2264.4,-36.85
-1293.8,1604.3,-390.0,2320.26,-36.46
-1310.0,1661.4,-240.0,2371.71,-35.28
-1323.0,1723.2,-240.0,2422.97,-34.03
-1331.4,1785.3,-240.0,2471.2,-32.81
-1332.4,1850.1,-240.0,2515.37,-30.96
-1327.5,1913.6,-320.0,2533.68,-29.51
-1317.3,1974.0,-240.0,2541.38,-28.33
-1301.4,2031.3,-160.0,2539.75,-26.8
-1279.1,2086.2,-240.0,2545.08,-25.51
-1248.0,2137.5,-240.0,2549.87,-24.24
