x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1005.33,651.67,320.0,1172.64,-56.16
-971.0,662.0,240.0,1161.62,-53.44
-933.0,695.33,80.0,1159.63,-50.28
-894.33,738.0,80.0,1160.23,-47.69
-856.0,774.33,560.0,1144.87,-45.6
-813.67,778.67,390.0,1074.12,-45.41
-762.33,750.0,390.0,989.26,-45.37
-704.33,699.67,240.0,915.01,-44.73
-645.0,654.67,240.0,853.07,-43.48
-587.67,621.67,160.0,798.9,-41.75
-532.33,600.33,80.0,756.23,-39.2
-476.67,587.33,0.0,716.1,-35.91
-420.67,583.67,-80.0,689.0,-31.89
-362.67,587.0,-160.0,669.05,-27.02
-304.33,596.67,-160.0,656.43,-21.91
-245.67,607.0,-160.0,644.05,-16.97
-187.0,615.67,-240.0,635.03,-11.63
-129.33,622.67,-320.0,634.1,-6.52
-71.67,630.33,-320.0,639.18,-1.34
-16.33,641.0,-320.0,655.1,3.33
