x_mm,y_mm,speed_mms,distance_mm,angle_deg
5.67,1363.0,-80.0,1355.56,-1.65
-41.0,1355.33,80.0,1351.8,-3.69
-86.67,1349.67,0.0,1351.66,-5.69
-134.67,1344.33,80.0,1351.45,-7.78
-183.33,1337.0,80.0,1347.3,-9.96
-249.67,1323.33,80.0,1345.85,-14.33
-330.33,1296.33,80.0,1327.85,-18.67
-420.33,1258.67,80.0,1314.08,-22.51
-497.33,1215.0,0.0,1301.55,-25.68
-565.67,1178.67,0.0,1310.38,-28.74
-628.67,1150.67,0.0,1325.05,-31.48
-690.0,1131.33,0.0,1342.66,-33.86
-747.67,1104.67,80.0,1337.0,-36.91
-802.67,1078.33,80.0,1356.12,-39.19
-848.33,1046.0,80.0,1348.91,-41.0
-882.0,1019.67,-80.0,1340.64,-42.4
-901.67,991.67,-160.0,1331.97,-43.45
-914.33,971.0,-160.0,1328.86,-43.99
-924.33,956.67,160.0,1330.1,-44.6
-934.33,945.33,320.0,1328.69,-45.4
