x_mm,y_mm,speed_mms,distance_mm,angle_deg
-959.7,1369.3,240.0,1690.41,-35.98
-974.7,1369.7,480.0,1687.61,-35.96
-985.0,1369.7,560.0,1686.08,-35.83
-990.4,1369.7,480.0,1681.18,-35.66
-990.9,1369.7,240.0,1677.69,-35.49
-988.1,1369.6,320.0,1670.84,-35.28
-983.9,1368.5,320.0,1664.03,-35.07
-978.4,1366.7,160.0,1656.09,-34.79
-972.1,1364.6,240.0,1648.5,-34.6
-965.4,1363.1,240.0,1641.75,-34.38
-957.8,1361.6,80.0,1634.47,-34.13
-949.4,1360.0,80.0,1626.39,-33.9
-940.3,1357.9,0.0,1616.95,-33.65
-930.9,1355.5,-80.0,1608.09,-33.43
-920.8,1352.9,80.0,1599.29,-33.08
-910.0,1350.4,80.0,1589.77,-32.62
-898.4,1348.1,80.0,1580.67,-32.1
-883.3,1346.2,80.0,1558.43,-30.63
-865.6,1345.0,160.0,1544.38,-29.44
-845.7,1344.5,80.0,1533.78,-28.34
