x_mm,y_mm,speed_mms,distance_mm,angle_deg
1078.0,2736.0,160.0,2940.71,21.5
1080.0,2734.0,160.0,2939.58,21.56
1084.0,2731.0,390.0,2938.27,21.65
1086.0,2726.0,240.0,2934.36,21.72
1091.0,2719.0,240.0,2929.72,21.86
1098.0,2709.0,160.0,2923.06,22.06
1102.0,2699.0,480.0,2915.31,22.21
1116.0,2683.0,160.0,2905.85,22.58
1119.0,2674.0,160.0,2898.7,22.71
1120.0,2668.0,160.0,2893.55,22.77
1125.0,2659.0,80.0,2887.2,22.93
1130.0,2653.0,480.0,2883.63,23.07
1138.0,2643.0,80.0,2877.58,23.3
1147.0,2636.0,80.0,2874.74,23.52
1156.0,2631.0,80.0,2873.76,23.72
1164.0,2620.0,240.0,2866.93,23.95
1171.0,2608.0,160.0,2858.83,24.18
1181.0,2573.0,0.0,2831.09,24.65
1191.0,2538.0,0.0,2803.56,25.14
1206.0,2509.0,80.0,2783.8,25.67
