x_mm,y_mm,speed_mms,distance_mm,angle_deg
468.3,1177.0,0.0,1286.69,22.0
469.9,1180.1,0.0,1290.03,21.89
470.9,1183.2,0.0,1289.29,21.57
471.0,1186.1,0.0,1286.01,21.2
470.4,1188.7,0.0,1282.56,20.92
469.4,1191.0,0.0,1279.85,20.73
468.5,1192.9,0.0,1278.34,20.8
467.6,1194.5,80.0,1279.4,20.93
466.2,1195.7,80.0,1280.12,21.01
464.4,1196.1,80.0,1278.97,21.13
462.4,1196.0,160.0,1278.4,21.19
460.2,1195.4,240.0,1276.39,21.08
458.4,1194.5,320.0,1274.38,20.97
457.3,1192.9,320.0,1267.12,21.0
456.5,1190.8,320.0,1260.09,20.92
455.6,1188.2,320.0,1252.35,20.76
453.8,1185.5,160.0,1246.72,20.47
450.6,1182.4,160.0,1239.16,20.06
445.8,1179.1,0.0,1232.54,19.48
439.3,1175.8,-80.0,1225.73,18.85
