x_mm,y_mm,speed_mms,distance_mm,angle_deg
248.0,2165.0,160.0,2143.17,6.59
245.67,2124.33,480.0,2105.3,6.68
245.33,2093.33,320.0,2074.52,6.78
242.67,2049.67,160.0,2012.13,6.79
236.0,2001.67,80.0,1959.96,6.59
228.0,1955.67,960.0,1934.66,6.56
222.67,1930.67,880.0,1935.77,6.59
226.33,1923.33,390.0,1939.41,6.99
235.67,1929.33,0.0,1955.91,7.31
245.67,1935.67,160.0,1958.28,7.39
251.0,1942.0,-160.0,1960.27,7.39
251.33,1942.67,-240.0,1958.03,7.34
249.67,1941.33,-240.0,1953.68,7.26
246.67,1938.0,-240.0,1949.21,7.16
243.0,1934.67,-160.0,1946.73,7.05
239.33,1931.67,-160.0,1943.38,6.98
236.67,1929.67,-80.0,1942.27,6.95
235.33,1928.67,-80.0,1943.26,6.95
235.33,1928.33,-80.0,1942.39,6.98
235.67,1928.33,0.0,1942.39,6.98
