x_mm,y_mm,speed_mms,distance_mm,angle_deg
585.2,1063.3,80.0,1231.93,32.06
605.9,1053.5,80.0,1242.21,32.04
622.3,1047.0,-80.0,1251.87,31.71
635.3,1045.0,0.0,1254.75,31.57
644.4,1046.9,-80.0,1258.16,31.48
650.7,1051.2,-160.0,1264.85,31.45
655.1,1057.0,-160.0,1276.66,31.29
657.0,1063.8,-320.0,1281.79,31.15
658.3,1071.0,-320.0,1286.93,31.01
659.6,1078.4,-320.0,1292.42,30.81
660.1,1085.7,-240.0,1296.91,30.54
659.7,1092.9,-240.0,1301.79,30.21
659.0,1099.9,-240.0,1308.44,29.84
657.9,1107.6,-240.0,1315.53,29.41
656.2,1116.1,-560.0,1323.09,28.93
653.0,1127.3,-1040.0,1346.43,27.8
648.0,1141.2,-880.0,1374.29,26.49
641.3,1158.6,-880.0,1403.8,25.12
633.2,1180.6,-2000.0,1445.36,23.75
623.8,1207.2,-2000.0,1488.62,22.43
