x_mm,y_mm,speed_mms,distance_mm,angle_deg
-373.5,680.8,-640.0,842.21,-7.5
-317.3,713.0,-480.0,881.33,-4.16
-262.0,747.9,-560.0,925.16,-1.05
-207.3,785.5,-480.0,974.56,1.94
-154.4,824.9,-480.0,1021.33,3.87
-103.7,865.7,-560.0,1067.08,5.59
-55.8,908.1,-480.0,1117.36,6.58
-11.8,952.1,-390.0,1169.03,7.13
27.1,997.0,-480.0,1219.89,7.3
61.2,1043.4,-640.0,1271.28,7.64
90.0,1090.8,-880.0,1321.05,7.74
114.4,1138.0,-480.0,1362.94,7.59
134.1,1184.5,-640.0,1401.61,7.38
148.2,1231.1,-880.0,1450.47,6.89
156.7,1279.4,-640.0,1509.87,5.85
159.8,1331.2,-2150.0,1585.76,4.88
158.2,1388.8,-2240.0,1689.72,3.8
151.2,1454.2,-160.0,1815.55,2.37
141.3,1527.2,-1520.0,1940.81,1.65
128.1,1608.0,-1520.0,2068.33,1.03
