x_mm,y_mm,speed_mms,distance_mm,angle_deg
191.0,1187.0,-80.0,1203.42,9.18
191.67,1188.67,-80.0,1206.38,9.16
192.33,1191.0,0.0,1209.5,9.18
193.33,1193.33,0.0,1210.81,9.27
195.0,1194.33,0.0,1210.14,9.37
197.0,1194.33,0.0,1210.47,9.46
199.0,1194.33,0.0,1211.79,9.55
200.67,1195.0,0.0,1212.94,9.59
201.0,1196.0,0.0,1213.59,9.49
198.67,1197.0,0.0,1213.61,9.2
194.0,1198.33,0.0,1214.64,8.9
189.0,1201.0,0.0,1219.12,8.73
184.67,1204.33,0.0,1221.48,8.52
181.33,1208.33,0.0,1225.0,8.35
184.67,1217.33,0.0,1247.34,8.99
196.67,1233.67,0.0,1275.59,9.79
216.0,1257.33,0.0,1304.52,10.42
235.0,1281.33,0.0,1328.13,10.94
248.0,1295.0,0.0,1323.0,11.16
254.0,1297.0,0.0,1313.79,11.15
