x_mm,y_mm,speed_mms,distance_mm,angle_deg
-304.0,2614.6,0.0,2628.92,-7.23
-310.0,2612.5,80.0,2622.36,-7.32
-314.5,2609.4,160.0,2609.57,-7.2
-317.3,2604.9,160.0,2592.45,-7.02
-318.5,2599.1,160.0,2577.35,-6.84
-318.1,2592.1,160.0,2562.39,-6.68
-316.2,2583.8,160.0,2547.45,-6.51
-312.7,2574.3,-160.0,2532.42,-6.33
-307.7,2563.6,-160.0,2518.51,-6.15
-301.3,2552.0,160.0,2506.63,-5.98
-294.1,2539.4,0.0,2495.48,-5.96
-286.7,2527.2,320.0,2492.6,-5.99
-279.7,2517.0,160.0,2500.24,-5.9
-273.4,2509.7,320.0,2512.87,-5.8
-267.6,2506.8,320.0,2542.22,-5.62
-263.2,2508.4,80.0,2573.57,-5.66
-261.7,2514.3,0.0,2604.45,-6.04
-266.4,2527.2,0.0,2666.01,-7.02
-277.6,2546.4,0.0,2722.93,-8.06
-293.6,2567.8,80.0,2739.54,-8.84
