x_mm,y_mm,speed_mms,distance_mm,angle_deg
-655.6,993.2,-560.0,1298.9,-38.47
-728.4,1001.0,-320.0,1365.05,-40.31
-801.6,1011.0,-320.0,1401.33,-42.57
-876.0,1020.8,-240.0,1448.17,-44.78
-944.0,1027.0,-320.0,1469.7,-46.21
-1003.6,1022.6,-390.0,1487.7,-48.02
-1058.0,1011.4,-320.0,1517.98,-49.54
-1110.2,1002.8,-480.0,1561.99,-50.72
-1159.4,1001.0,-560.0,1625.15,-51.17
-1209.0,1005.6,-390.0,1671.85,-51.53
-1258.0,1013.6,-240.0,1701.89,-52.54
-1309.6,1022.4,-320.0,1747.97,-53.94
-1359.0,1030.8,-160.0,1784.07,-54.7
-1402.0,1032.8,-240.0,1803.39,-55.21
-1442.2,1033.2,-240.0,1834.63,-55.39
-1480.0,1033.8,-480.0,1857.16,-56.02
-1508.4,1038.0,-320.0,1876.31,-55.97
-1529.2,1043.2,-390.0,1884.37,-55.88
-1545.6,1050.0,-390.0,1890.22,-55.78
-1558.4,1056.2,-720.0,1904.94,-55.72
