x_mm,y_mm,speed_mms,distance_mm,angle_deg
519.0,878.0,-160.0,1019.92,30.59
502.0,879.0,-160.0,1012.25,29.73
484.0,880.0,-160.0,1004.32,28.81
433.0,885.0,-160.0,985.25,26.07
381.0,892.0,-160.0,969.96,23.13
330.0,896.0,-240.0,954.84,20.22
279.0,902.0,-240.0,944.16,17.19
227.0,910.0,-240.0,937.89,14.01
173.0,917.0,-320.0,933.18,10.68
63.0,931.0,-240.0,933.13,3.87
-43.0,939.0,-320.0,939.98,-2.62
-145.0,957.0,-320.0,967.92,-8.62
-238.0,972.0,-320.0,1000.71,-13.76
-321.0,980.0,-320.0,1031.23,-18.14
-395.0,981.0,-390.0,1057.54,-21.93
-461.0,978.0,-390.0,1081.21,-25.24
-523.0,973.0,-480.0,1104.65,-28.26
-583.0,979.0,-560.0,1139.44,-30.77
-641.0,990.0,-560.0,1179.4,-32.92
-694.0,1010.0,-560.0,1225.45,-34.49
