x_mm,y_mm,speed_mms,distance_mm,angle_deg
304.0,1824.0,0.0,1849.16,9.46
335.0,1878.0,0.0,1907.64,10.11
361.0,1907.0,-390.0,1940.87,10.72
382.0,1930.0,-880.0,1967.44,11.2
401.0,1967.0,160.0,2007.46,11.52
402.0,2037.0,-80.0,2076.29,11.16
427.0,2091.0,80.0,2134.15,11.54
452.0,2180.0,80.0,2226.37,11.71
459.0,2287.0,-160.0,2332.61,11.35
385.0,2434.0,-160.0,2464.26,8.99
299.0,2557.0,-80.0,2574.42,6.67
236.0,2669.0,-160.0,2679.41,5.05
151.0,2757.0,80.0,2761.13,3.13
85.0,2832.0,80.0,2833.28,1.72
3.0,2905.0,0.0,2905.0,0.06
-54.0,2969.0,0.0,2969.49,-1.04
-83.0,3005.0,0.0,3006.15,-1.58
-103.0,3031.0,0.0,3032.75,-1.95
-117.0,3051.0,0.0,3053.24,-2.2
-128.0,3066.0,0.0,3068.67,-2.39
