x_mm,y_mm,speed_mms,distance_mm,angle_deg
-996.2,1052.5,-240.0,1536.08,-49.38
-1033.0,1037.7,-320.0,1555.03,-50.51
-1070.1,1026.5,-240.0,1576.43,-51.52
-1106.7,1016.9,-240.0,1594.09,-52.52
-1141.5,1008.0,-480.0,1613.8,-53.19
-1174.5,999.3,-560.0,1637.65,-53.59
-1206.5,993.6,-480.0,1663.25,-53.56
-1237.2,988.8,-160.0,1676.73,-53.85
-1268.5,985.5,-390.0,1705.36,-54.6
-1300.1,982.2,160.0,1744.02,-55.89
-1332.3,978.5,240.0,1772.43,-57.09
-1366.5,976.2,390.0,1819.59,-57.93
-1401.1,973.6,720.0,1846.19,-58.85
-1433.1,969.0,560.0,1834.67,-59.76
-1462.1,961.1,560.0,1814.19,-60.69
-1486.9,950.8,640.0,1790.95,-60.97
-1486.9,950.8,640.0,1790.95,-60.97
-1486.9,950.8,640.0,1790.95,-60.97
-1486.9,950.8,640.0,1790.95,-60.97
-1486.9,950.8,640.0,1790.95,-60.97
