x_mm,y_mm,speed_mms,distance_mm,angle_deg
716.0,1077.0,320.0,1293.28,33.62
712.0,1073.0,240.0,1287.74,33.57
706.0,1069.0,160.0,1281.09,33.44
700.0,1066.0,160.0,1275.29,33.29
693.0,1064.0,160.0,1269.78,33.08
685.0,1064.0,160.0,1265.43,32.77
675.0,1065.0,80.0,1260.89,32.37
665.0,1066.0,-80.0,1256.42,31.96
655.0,1065.0,80.0,1250.3,31.59
645.0,1065.0,-80.0,1245.09,31.2
634.0,1065.0,-80.0,1239.43,30.77
621.0,1066.0,-80.0,1233.69,30.22
606.0,1068.0,-80.0,1227.95,29.57
591.0,1070.0,-80.0,1222.37,28.91
575.0,1073.0,-80.0,1217.36,28.19
523.0,1080.0,-80.0,1199.97,25.84
471.0,1086.0,-80.0,1183.74,23.45
419.0,1092.0,-80.0,1169.63,20.99
369.0,1092.0,-80.0,1152.66,18.67
317.0,1093.0,-160.0,1138.04,16.17
