x_mm,y_mm,speed_mms,distance_mm,angle_deg
362.86,1457.57,80.0,1484.58,13.76
361.75,1454.75,80.0,1478.02,13.86
360.44,1451.78,160.0,1470.27,13.77
359.1,1448.6,80.0,1461.78,13.73
355.5,1441.5,160.0,1444.35,13.57
352.3,1434.5,80.0,1436.1,13.57
349.2,1427.1,80.0,1428.33,13.65
346.8,1419.4,80.0,1421.03,13.8
345.0,1411.3,80.0,1413.5,13.92
344.0,1403.0,0.0,1407.68,14.14
343.7,1394.8,-80.0,1404.31,14.43
343.8,1386.8,0.0,1400.73,14.68
344.9,1379.0,-80.0,1397.43,14.97
346.8,1371.6,0.0,1394.87,15.21
349.6,1365.1,80.0,1388.38,15.33
352.4,1358.7,80.0,1381.1,15.32
354.7,1352.3,80.0,1372.07,15.21
356.4,1346.1,0.0,1365.23,15.12
357.9,1340.2,0.0,1360.14,15.13
358.9,1334.6,-80.0,1356.02,15.13
