x_mm,y_mm,speed_mms,distance_mm,angle_deg
-181.7,3007.9,720.0,2942.08,-3.68
-181.9,2993.9,790.0,2917.62,-3.56
-180.1,2972.6,790.0,2841.29,-3.15
-176.4,2944.5,880.0,2763.3,-2.8
-170.9,2901.6,320.0,2608.72,-2.61
-165.3,2846.1,390.0,2472.01,-2.83
-160.9,2779.9,240.0,2353.87,-3.29
-155.7,2705.8,320.0,2258.92,-3.38
-149.6,2625.1,560.0,2173.01,-3.48
-142.2,2539.1,720.0,2100.43,-3.28
-133.0,2447.6,790.0,2023.33,-2.75
-121.8,2350.1,790.0,1938.23,-2.04
-111.6,2250.4,790.0,1840.79,-1.68
-102.9,2150.4,240.0,1760.65,-1.56
-94.8,2059.0,560.0,1692.43,-1.29
-85.3,1975.0,480.0,1629.22,-0.95
-72.9,1898.6,390.0,1586.04,-0.4
-59.5,1826.0,-160.0,1529.0,0.04
-45.3,1755.1,-720.0,1460.03,0.39
-31.4,1686.6,160.0,1412.13,0.77
