x_mm,y_mm,speed_mms,distance_mm,angle_deg
516.1,1584.1,-2000.0,1720.27,16.9
511.5,1602.7,-2000.0,1727.63,16.79
507.7,1618.1,-2000.0,1733.76,16.66
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
504.5,1630.8,-2000.0,1740.86,16.52
