x_mm,y_mm,speed_mms,distance_mm,angle_deg
394.0,1107.0,-80.0,1175.03,19.59
361.0,1139.0,-160.0,1194.84,17.59
325.0,1156.0,-80.0,1200.82,15.7
275.0,1177.0,-160.0,1208.7,13.15
205.0,1215.0,-80.0,1232.17,9.58
145.0,1238.0,-80.0,1246.46,6.68
102.0,1246.0,-80.0,1250.17,4.68
50.0,1267.0,-80.0,1267.99,2.26
-2.0,1284.0,-80.0,1284.0,-0.09
-44.0,1296.0,-160.0,1296.75,-1.94
-96.0,1318.0,-160.0,1321.49,-4.17
-138.0,1328.0,-160.0,1335.15,-5.93
-172.0,1336.0,-240.0,1347.03,-7.34
-207.0,1343.0,-240.0,1358.86,-8.76
-222.0,1344.0,-240.0,1362.21,-9.38
-254.0,1339.0,-160.0,1362.88,-10.74
-301.0,1343.0,-240.0,1376.32,-12.63
-353.0,1338.0,-240.0,1383.78,-14.78
-408.0,1328.0,-240.0,1389.26,-17.08
-479.0,1332.0,-480.0,1415.51,-19.78
