x_mm,y_mm,speed_mms,distance_mm,angle_deg
1.3,1445.7,0.0,1441.13,-0.76
-2.1,1444.5,0.0,1436.24,-1.04
-6.2,1443.1,-80.0,1434.38,-1.32
-10.9,1442.1,-80.0,1438.58,-1.63
-16.9,1441.2,-160.0,1439.94,-2.07
-24.0,1440.3,-240.0,1439.38,-2.51
-32.2,1439.3,-160.0,1438.01,-3.03
-41.3,1438.4,-240.0,1437.76,-3.55
-54.4,1436.6,-240.0,1432.28,-5.37
-71.4,1434.0,-160.0,1428.51,-7.28
-92.6,1430.4,-160.0,1423.86,-9.34
-118.6,1427.0,-160.0,1430.87,-11.53
-149.9,1424.9,-320.0,1454.75,-13.76
-190.7,1424.3,-160.0,1500.74,-17.41
-238.4,1423.3,-160.0,1523.77,-20.31
-292.5,1420.7,-240.0,1535.76,-23.16
-353.1,1415.2,-160.0,1540.22,-26.28
-419.1,1405.3,-160.0,1531.63,-29.28
-486.6,1391.6,-160.0,1521.84,-32.11
-555.5,1375.2,-160.0,1525.42,-34.77
