x_mm,y_mm,speed_mms,distance_mm,angle_deg
-649.2,701.4,-320.0,920.92,-35.36
-589.8,724.4,-390.0,916.19,-30.43
-526.6,757.4,-480.0,924.79,-24.87
-460.6,799.6,-390.0,953.92,-19.54
-393.0,847.4,-480.0,992.66,-15.18
-328.0,901.4,-390.0,1041.97,-11.51
-270.0,960.4,-390.0,1098.86,-9.11
-221.2,1020.8,-390.0,1150.18,-7.24
-181.4,1079.0,-560.0,1196.04,-5.76
-151.2,1134.0,-640.0,1237.81,-5.05
-126.0,1184.4,-880.0,1275.64,-3.69
-103.0,1231.0,-960.0,1319.32,-2.56
-81.2,1275.8,-560.0,1365.47,-1.51
-61.0,1322.0,-640.0,1421.13,-0.77
-42.0,1371.8,-560.0,1482.07,-0.54
-28.2,1426.4,-160.0,1546.05,-0.48
-20.4,1484.0,-1360.0,1606.12,-0.71
-17.6,1546.4,-1520.0,1677.14,-0.75
-18.6,1612.6,-1520.0,1752.16,-0.78
-22.6,1686.6,-2000.0,1852.31,-1.05
