x_mm,y_mm,speed_mms,distance_mm,angle_deg
-237.0,1271.0,80.0,1292.91,-10.56
-159.0,1259.0,80.0,1269.0,-7.2
-84.0,1246.0,80.0,1248.83,-3.86
-13.0,1228.0,80.0,1228.07,-0.61
51.0,1196.0,160.0,1197.09,2.44
115.0,1166.0,0.0,1171.66,5.63
178.0,1141.0,0.0,1154.8,8.87
242.0,1124.0,-80.0,1149.76,12.15
302.0,1113.0,-80.0,1153.24,15.18
353.0,1094.0,-80.0,1149.54,17.88
399.0,1079.0,-160.0,1150.41,20.29
441.0,1068.0,-240.0,1155.47,22.44
482.0,1059.0,-240.0,1163.53,24.47
525.0,1055.0,-160.0,1178.41,26.46
563.0,1047.0,-80.0,1188.77,28.27
591.0,1035.0,-80.0,1191.85,29.73
614.0,1022.0,-80.0,1192.26,31.0
640.0,1027.0,80.0,1210.09,31.93
647.0,1029.0,160.0,1215.5,32.16
652.0,1034.0,320.0,1222.4,32.23
