x_mm,y_mm,speed_mms,distance_mm,angle_deg
-185.8,3033.8,0.0,3056.73,-3.51
-186.1,3039.1,0.0,3059.72,-3.5
-186.3,3043.4,0.0,3061.72,-3.5
-186.5,3046.9,0.0,3064.71,-3.5
-187.1,3049.7,0.0,3068.01,-3.59
-188.1,3052.4,160.0,3070.26,-3.66
-188.8,3054.8,320.0,3070.07,-3.6
-189.4,3056.3,80.0,3064.02,-3.59
-189.7,3057.1,-80.0,3059.84,-3.54
-189.6,3057.5,80.0,3058.66,-3.49
-189.2,3057.6,160.0,3057.48,-3.43
-188.4,3057.4,160.0,3057.24,-3.36
-187.1,3056.8,80.0,3054.96,-3.27
-185.6,3055.0,160.0,3045.86,-3.24
-183.8,3052.3,-80.0,3039.98,-3.28
-182.0,3048.3,390.0,3029.23,-3.37
-180.6,3043.1,240.0,3017.31,-3.4
-179.9,3036.9,80.0,3001.71,-3.53
-180.3,3029.1,80.0,2982.25,-3.71
-181.1,3019.5,480.0,2963.36,-3.75
