x_mm,y_mm,speed_mms,distance_mm,angle_deg
153.2,1030.9,-80.0,1054.62,9.55
156.0,1031.1,-320.0,1052.34,9.13
158.2,1032.4,-240.0,1049.81,8.6
159.7,1034.1,-160.0,1048.78,8.22
160.3,1035.7,390.0,1046.81,7.85
160.2,1036.9,-80.0,1046.41,7.69
159.3,1038.0,-80.0,1050.64,7.77
157.7,1039.1,-80.0,1055.57,8.11
155.6,1040.4,-560.0,1061.53,8.45
153.8,1041.8,80.0,1064.94,8.59
152.4,1043.2,0.0,1066.23,8.68
151.9,1044.8,0.0,1067.37,8.73
152.5,1046.6,0.0,1068.51,8.77
153.8,1048.4,-80.0,1068.51,8.77
155.9,1050.1,-80.0,1066.68,8.84
158.4,1051.8,-80.0,1066.84,8.9
160.8,1053.0,-80.0,1066.0,8.96
162.4,1053.9,240.0,1066.84,8.9
163.1,1054.4,-160.0,1067.52,8.78
163.4,1055.0,-160.0,1071.32,8.7
