x_mm,y_mm,speed_mms,distance_mm,angle_deg
21.0,5125.0,-80.0,5125.04,0.23
27.0,5121.0,80.0,5121.07,0.3
31.0,5116.0,80.0,5116.09,0.35
35.0,5112.0,80.0,5112.12,0.39
45.0,5107.0,80.0,5107.2,0.5
53.0,5106.0,160.0,5106.28,0.59
65.0,5106.0,560.0,5106.41,0.73
74.0,5105.0,160.0,5105.54,0.83
91.0,5103.0,560.0,5103.81,1.02
101.0,5099.0,160.0,5100.0,1.13
111.0,5095.0,160.0,5096.21,1.25
121.0,5091.0,160.0,5092.44,1.36
130.0,5087.0,160.0,5088.66,1.46
139.0,5084.0,160.0,5085.9,1.57
148.0,5080.0,160.0,5082.16,1.67
156.0,5077.0,160.0,5079.4,1.76
170.0,5073.0,480.0,5075.85,1.92
179.0,5070.0,320.0,5073.16,2.02
186.0,5067.0,320.0,5070.41,2.1
191.0,5060.0,0.0,5063.6,2.16
