x_mm,y_mm,speed_mms,distance_mm,angle_deg
502.0,810.0,-560.0,952.94,31.79
487.0,833.0,-720.0,964.91,30.31
464.0,883.0,-790.0,997.49,27.72
446.0,951.0,-640.0,1050.39,25.13
434.0,1025.0,-480.0,1113.1,22.95
421.0,1102.0,-960.0,1179.68,20.91
415.0,1168.0,-480.0,1239.54,19.56
411.0,1250.0,-1830.0,1315.83,18.2
409.0,1324.0,-720.0,1385.73,17.17
408.0,1416.0,-2320.0,1473.61,16.07
418.0,1591.0,2320.0,1644.99,14.72
418.0,1737.0,-2000.0,1786.59,13.53
418.0,1858.0,-1120.0,1904.44,12.68
404.0,1961.0,-1120.0,2002.18,11.64
402.0,2057.0,-960.0,2095.91,11.06
392.0,2161.0,-480.0,2196.27,10.28
351.0,2303.0,-80.0,2329.59,8.67
297.0,2471.0,0.0,2488.78,6.85
236.0,2635.0,0.0,2645.55,5.12
154.0,2812.0,0.0,2816.21,3.13
