x_mm,y_mm,speed_mms,distance_mm,angle_deg
637.9,2406.6,-2000.0,2826.62,14.95
660.9,2489.9,-2000.0,2863.98,14.95
680.6,2560.8,-2000.0,2880.48,14.95
697.3,2620.3,-2000.0,2895.03,14.95
711.2,2669.8,-2000.0,2908.63,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
722.7,2710.4,-2000.0,2920.03,14.96
