x_mm,y_mm,speed_mms,distance_mm,angle_deg
434.0,1780.0,80.0,1835.3,13.71
436.33,1783.33,80.0,1846.92,13.88
443.0,1792.67,-80.0,1857.58,14.05
447.67,1800.0,0.0,1860.01,13.97
450.0,1803.67,0.0,1859.28,14.01
449.33,1801.67,0.0,1851.27,14.04
448.33,1797.0,0.0,1845.7,13.98
445.33,1788.67,0.0,1832.85,13.92
441.33,1779.33,0.0,1821.21,13.88
438.0,1768.0,0.0,1810.29,13.94
436.0,1757.33,0.0,1800.34,13.98
434.67,1750.33,0.0,1799.86,13.92
434.33,1749.0,80.0,1806.17,13.94
433.33,1755.33,0.0,1818.07,13.75
432.0,1765.33,0.0,1828.05,13.57
429.67,1775.33,0.0,1833.65,13.5
427.33,1782.0,0.0,1835.87,13.39
425.0,1783.33,0.0,1830.31,13.33
421.67,1780.0,0.0,1821.61,13.27
418.0,1773.67,0.0,1814.85,13.19
