x_mm,y_mm,speed_mms,distance_mm,angle_deg
418.0,1591.0,2320.0,1644.99,14.72
418.0,1737.0,-2000.0,1786.59,13.53
418.0,1858.0,-1120.0,1904.44,12.68
404.0,1961.0,-1120.0,2002.18,11.64
402.0,2057.0,-960.0,2095.91,11.06
392.0,2161.0,-480.0,2196.27,10.28
351.0,2303.0,-80.0,2329.59,8.67
297.0,2471.0,0.0,2488.78,6.85
236.0,2635.0,0.0,2645.55,5.12
154.0,2812.0,0.0,2816.21,3.13
81.0,2957.0,0.0,2958.11,1.57
20.0,3048.0,0.0,3048.07,0.38
-23.0,3095.0,0.0,3095.09,-0.43
-64.0,3126.0,0.0,3126.66,-1.17
-55.0,3136.0,-790.0,3136.48,-1.0
-3.0,3114.0,-480.0,3114.0,-0.06
42.0,3101.0,-160.0,3101.28,0.78
88.0,3097.0,-160.0,3098.25,1.63
193.0,3058.0,0.0,3064.08,3.61
302.0,3013.0,0.0,3028.1,5.72
