x_mm,y_mm,speed_mms,distance_mm,angle_deg
164.4,3190.1,320.0,3237.75,3.7
170.3,3200.5,240.0,3234.82,3.72
176.2,3209.4,240.0,3231.09,3.8
181.7,3216.4,240.0,3226.11,3.8
187.9,3221.2,240.0,3222.11,3.81
194.9,3223.4,320.0,3215.0,3.78
201.2,3222.6,390.0,3205.82,3.74
206.2,3218.6,390.0,3193.65,3.7
208.5,3212.5,390.0,3183.42,3.64
209.2,3205.5,320.0,3173.44,3.65
208.5,3198.1,320.0,3163.46,3.66
208.3,3189.9,390.0,3152.87,3.78
208.5,3180.8,320.0,3140.44,3.94
209.3,3170.9,240.0,3127.89,4.07
210.9,3160.0,240.0,3114.5,4.24
212.8,3148.8,0.0,3104.61,4.27
214.9,3137.5,0.0,3094.56,4.26
217.2,3126.4,80.0,3084.51,4.26
220.0,3115.2,80.0,3073.62,4.29
222.5,3104.0,80.0,3063.42,4.25
