x_mm,y_mm,speed_mms,distance_mm,angle_deg
-101.0,856.5,0.0,864.46,-6.44
-100.0,857.1,0.0,865.45,-6.44
-99.0,857.8,0.0,866.34,-6.36
-98.0,858.3,0.0,865.23,-6.3
-97.2,858.4,0.0,863.24,-6.32
-96.5,858.5,0.0,863.13,-6.25
-96.0,858.7,0.0,864.13,-6.25
-95.7,859.1,0.0,866.23,-6.3
-95.4,859.8,0.0,869.1,-6.21
-95.0,860.5,0.0,869.99,-6.14
-94.4,861.2,0.0,870.77,-6.0
-93.7,862.0,0.0,872.65,-5.92
-93.1,862.8,0.0,873.65,-5.91
-92.7,863.9,0.0,875.74,-5.96
-92.5,865.4,0.0,877.94,-6.08
-92.6,867.1,0.0,880.14,-6.2
-92.9,868.7,160.0,880.36,-6.33
-93.4,870.1,-80.0,880.7,-6.52
-94.3,871.1,0.0,880.05,-6.72
-95.2,872.0,80.0,879.93,-6.66
