x_mm,y_mm,speed_mms,distance_mm,angle_deg
-407.8,2793.5,80.0,2671.03,-8.16
-404.5,2767.1,160.0,2652.65,-7.97
-399.5,2739.1,80.0,2639.39,-7.8
-393.1,2710.5,-80.0,2630.79,-7.71
-385.2,2681.6,1280.0,2619.82,-7.57
-376.1,2653.3,560.0,2604.63,-7.39
-365.8,2630.3,560.0,2587.12,-7.15
-355.4,2612.3,640.0,2566.79,-6.94
-345.7,2597.5,720.0,2545.62,-6.75
-335.3,2579.5,560.0,2495.21,-6.54
-325.3,2561.2,240.0,2476.76,-6.47
-315.7,2542.3,720.0,2453.13,-6.37
-304.4,2516.7,560.0,2371.69,-5.93
-291.5,2484.9,160.0,2299.93,-5.59
-277.6,2446.7,640.0,2224.56,-5.31
-261.4,2398.2,160.0,2105.12,-4.71
-242.0,2341.6,390.0,2005.09,-3.66
-220.1,2281.0,320.0,1944.13,-2.68
-197.7,2219.1,320.0,1910.47,-2.25
-176.9,2158.4,2320.0,1873.54,-2.32
