x_mm,y_mm,speed_mms,distance_mm,angle_deg
377.3,1226.2,240.0,1268.17,16.49
374.1,1225.2,80.0,1261.25,16.06
369.7,1223.6,80.0,1252.47,15.66
361.9,1219.7,-80.0,1228.22,14.33
349.8,1214.0,-80.0,1205.81,12.55
333.1,1207.4,-160.0,1187.8,10.48
312.3,1200.3,-160.0,1172.98,8.53
283.7,1192.4,-160.0,1152.76,4.63
246.0,1184.9,-160.0,1150.0,-0.15
199.3,1176.6,-160.0,1142.39,-5.02
144.3,1167.0,-160.0,1136.0,-9.63
81.7,1157.0,-160.0,1145.98,-13.99
11.5,1145.5,-160.0,1150.12,-18.45
-63.4,1133.7,-240.0,1160.69,-22.54
-141.2,1121.4,-320.0,1173.53,-26.08
-220.7,1108.6,-390.0,1190.31,-29.11
-301.2,1097.0,-480.0,1219.88,-31.15
-378.1,1086.5,-480.0,1243.75,-32.92
-450.6,1075.7,-560.0,1271.12,-34.94
-519.4,1065.4,-640.0,1300.83,-37.28
