x_mm,y_mm,speed_mms,distance_mm,angle_deg
-904.33,604.33,160.0,1076.39,-55.03
-884.67,613.0,560.0,1068.43,-54.33
-867.0,623.33,560.0,1058.82,-53.49
-847.67,620.67,390.0,1024.63,-53.53
-821.0,606.67,320.0,979.03,-53.6
-777.67,579.0,160.0,905.01,-52.81
-722.0,548.0,240.0,835.41,-51.85
-657.33,518.0,80.0,770.66,-50.42
-595.0,493.33,80.0,713.36,-48.47
-534.67,476.33,0.0,665.43,-45.67
-478.33,466.33,0.0,627.01,-42.67
-425.0,463.0,-80.0,595.18,-38.93
-372.67,466.33,-240.0,572.18,-33.88
-318.33,476.33,-240.0,556.53,-28.08
-262.33,492.0,-320.0,550.03,-21.99
-205.33,511.33,-390.0,553.17,-15.52
-147.67,533.0,-480.0,563.08,-9.09
-89.0,556.0,-480.0,579.78,-2.97
-32.67,578.67,-320.0,601.37,2.0
19.33,601.0,-320.0,626.59,6.14
