x_mm,y_mm,speed_mms,distance_mm,angle_deg
-1157.67,3110.33,0.0,3342.34,-20.09
-1148.33,3139.0,0.0,3351.22,-19.91
-1141.0,3151.0,0.0,3360.14,-19.72
-1134.67,3164.33,-80.0,3373.53,-19.55
-1129.67,3178.0,0.0,3384.78,-19.43
-1127.0,3190.33,-160.0,3392.33,-19.39
-1127.0,3200.0,-160.0,3400.87,-19.39
-1128.67,3207.33,-160.0,3407.19,-19.39
-1131.0,3214.33,-160.0,3414.46,-19.38
-1132.0,3221.0,0.0,3420.73,-19.32
-1131.33,3230.33,0.0,3432.96,-19.2
-1129.0,3242.0,0.0,3445.2,-19.08
-1126.0,3256.67,0.0,3459.35,-18.94
-1123.0,3272.0,0.0,3473.52,-18.81
-1119.67,3287.33,0.0,3485.49,-18.67
-1116.33,3302.33,0.0,3498.75,-18.55
-1113.0,3316.33,0.0,3510.13,-18.43
-1110.0,3330.33,0.0,3522.47,-18.32
-1107.33,3343.67,0.0,3534.19,-18.22
-1104.67,3356.67,0.0,3544.65,-18.11
