x_mm,y_mm,speed_mms,distance_mm,angle_deg
-899.0,1013.4,80.0,1343.17,-39.26
-889.4,1017.5,160.0,1338.57,-38.54
-878.4,1022.5,160.0,1333.75,-37.72
-865.9,1028.2,240.0,1327.2,-36.85
-851.8,1034.5,240.0,1319.56,-35.97
-836.1,1041.5,240.0,1311.67,-35.03
-818.8,1048.8,160.0,1303.01,-34.02
-795.5,1057.3,80.0,1278.35,-30.98
-765.7,1066.6,80.0,1255.52,-27.57
-730.1,1075.6,80.0,1231.15,-24.42
-688.9,1084.5,-80.0,1210.99,-21.2
-636.3,1093.9,-80.0,1181.84,-15.11
-573.6,1104.0,-160.0,1171.35,-9.29
-502.1,1114.6,-160.0,1170.81,-3.97
-423.0,1124.5,-160.0,1167.11,0.79
-338.1,1133.0,-160.0,1162.97,4.74
-248.3,1140.9,-80.0,1171.26,8.3
-158.8,1147.6,-80.0,1186.9,11.52
-70.2,1153.7,-80.0,1212.97,14.56
17.2,1159.0,-80.0,1229.43,17.27
